OBJECTID,HUD_ID,PROJECT,PROJ_ADD,PROJ_CTY,PROJ_ST,PROJ_ZIP,STATE_ID,CONTACT,COMPANY,CO_ADD,CO_CTY,CO_ST,CO_ZIP,CO_TEL,ALLOCAMT,N_UNITS,LI_UNITS,N_0BR,N_1BR,N_2BR,N_3BR,N_4BR,INC_CEIL,LOW_CEIL,CEILUNIT,YR_PIS,YR_ALLOC,NON_PROF,BASIS,BOND,MFF_RA,FMHA_514,FMHA_515,FMHA_538,HOME,HOME_AMT,TCAP,TCAP_AMT,CDBG,CDBG_AMT,FHA,HOPEVI,HPVI_AMT,TCEP,TCEP_AMT,RENTASSIST,TRGT_POP,TRGT_FAM,TRGT_ELD,TRGT_DIS,TRGT_HML,TRGT_OTHER,TRGT_SPC,TYPE,CREDIT,N_UNITSR,LI_UNITR,DDA,QCT,NONPROG,DATANOTE,METRO_TRACT,STATE2KX,CNTY_NM2KX,CNTY2KX,TRACT2KX,BG2KX,BLOCK2KX,CURCNTY_NM,CURCNTY,CURCOSUB,CURCOSUB_NM,PLACE2KX,PLACE_NM2KX,PLACE_CC2KX,PLACE_INC2KX,MSA,MSA_NM,METRO,MICRO,FCD_FIPS91,HLC,DPV,DPVRC,STD_ADDR,URB_OUT,STD_CITY,STD_ST,STD_ZIP5,STD_ZIP9,ZIP_CLASS,ZCTA2KX,DPBC,DPBC_CKSUM,STD_ZIP11,ADDR_TYPE,APT_NO,APT_TYPE,C1PGRC,C1PPRB,C1PDRC,C1PSRC,C1PARC,C1PRC9,MSGUSPS,LAT,LON,RC2KX,STM2KX,LVL2KX,UR,MSG2KX,CBSA,CBSA_NM,NECTA,NECTA_NM,COUNTY_LEVEL,PLACE_LEVEL,TRACT_LEVEL,BLKGRP_LEVEL,x,y
34575,OHA19880585,TIGIE,4153 E 123RD ST,CLEVELAND,OH,44105,OH-88-0286,,,,,,,,,2,2,,,,,,,,,1988,1988,2,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,3,2,2,,2,,,1,39,Cuyahoga,35,121403,2,2001,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,4153 E 123rd St,,Cleveland,OH,44105,5450,,44105,53,4,44105545053,S,,,,1,,,A,,90% Overall probable correctness,41.446245,-81.596486,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035121403,390351214032,-9083279.272,5078387.1985
34588,OHA19890480,OTHELLO PROPERTY,562 E 140TH ST,CLEVELAND,OH,44110,OH-89-0434,,,,,,,,,6,6,,,,,,,,,1989,1989,2,2,2,,,2,,,,,,,,,,,,,,,,,,,,,2,2,6,6,,2,1,,1,39,Cuyahoga,35,117102,1,1004,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,562 E 140th St,,Cleveland,OH,44110,1982,,44110,99,2,44110198299,H,,,,1,,,A,,90% Overall probable correctness,41.566363,-81.585468,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035117102,390351171021,-9082052.7539,5096242.4366
34590,OHA19900285,PARAMOUNT,5500 NORTHFIELD RD,MAPLE HEIGHTS,OH,44137,OH-89-0437,,,,,,,,,99,99,,,,,,,,,1990,1989,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,2,2,99,99,,2,1,,1,39,Cuyahoga,35,171102,1,1004,Cuyahoga,35,47306,Maple Heights,47306,Maple Heights city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,3024,S,,5500 Northfield Rd,,Maple Heights,OH,44137,3114,,44137,0,2,44137311400,S,,,,1,,,A,,90% Overall probable correctness,41.410883,-81.527549,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3947306,39035171102,390351711021,-9075605.2403,5073137.0275
34601,OHA19870115,OLYMPIA BUILDING,3335 E 55TH ST,CLEVELAND,OH,44127,OH-87-0123,,,,,,,,,20,20,,,,,,,,,1987,1987,2,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,2,20,20,,2,,,1,39,Cuyahoga,35,114900,4,4000,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,3335 E 55th St,,Cleveland,OH,44127,1547,,44127,35,7,44127154735,S,,,,1,,,A,,90% Overall probable correctness,41.467781,-81.651073,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035114900,390351149004,-9089355.8691,5081586.0352
34602,OHA19870120,PANEK BUILDING,3150 E 49TH ST,CLEVELAND,OH,44127,OH-87-0124,,,,,,,,,11,11,,,,,,,,,1987,1987,2,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,2,11,11,,2,,,1,39,Cuyahoga,35,110801,2,2007,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,N,,3150 E 49th St,,Cleveland,OH,44127,1050,,44127,50,1,44127105050,S,,,,1,,,A,,90% Overall probable correctness,41.471988,-81.657485,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035110801,390351108012,-9090069.6497,5082211.0434
34610,OHA19880650,WYMORE,1755 WYMORE AVE,EAST CLEVELAND,OH,44112,OH-88-0304,,,,,,,,,19,19,,,,,,,,,1988,1988,2,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,1,19,19,,2,,,1,39,Cuyahoga,35,151400,1,1007,Cuyahoga,35,23380,East Cleveland,23380,East Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1500,N,,1755 Wymore Ave,,East Cleveland,OH,44112,3320,,44112,55,0,44112332055,S,,,,1,,,A,,90% Overall probable correctness,41.533339,-81.580989,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3923380,39035151400,390351514001,-9081554.1539,5091330.1991
34632,OHA19870150,ROBERT D HART,1554 LAKEWOOD AVE,LAKEWOOD,OH,44107,OH-87-0130,,,,,,,,,4,4,,,,,,,,,1987,1987,2,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,3,4,4,,2,,,1,39,Cuyahoga,35,161600,1,1008,Cuyahoga,35,41664,Lakewood,41664,Lakewood city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,2628,S,,1554 Lakewood Ave,,Lakewood,OH,44107,4970,,44107,99,6,44107497099,H,,,,1,,,A,,90% Overall probable correctness,41.480049,-81.776563,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3941664,39035161600,390351616001,-9103325.352,5083408.7301
34667,OHA19890060,BISHOP,1809 FULTON RD,CLEVELAND,OH,44113,OH-89-0320,,,,,,,,,6,6,,,,,,,,,1989,1989,2,2,2,,,2,,,,,,,,,,,,,,,,,,,,,2,1,6,6,,2,1,,1,39,Cuyahoga,35,103602,2,2026,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,1809 Fulton Rd,,Cleveland,OH,44113,3097,,44113,99,0,44113309799,H,,,,1,,,A,,90% Overall probable correctness,41.484464,-81.709584,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035103602,390351036022,-9095869.2838,5084064.7648
34690,OHA19880010,ALHAMBRA,8604 WADE PARK AVE,CLEVELAND,OH,44106,OH-88-0145,,,,,,,,,58,58,,,,,,,,,1988,1988,2,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,1,58,58,,2,,,1,39,Cuyahoga,35,112600,1,1001,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,N,,8604 Wade Park Ave,,Cleveland,OH,44106,3739,,44106,4,9,44106373904,S,,,,1,,,A,,90% Overall probable correctness,41.515639,-81.627443,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035112600,390351126001,-9086725.3895,5088698.4006
34700,OHA19890125,CHN VI,1261 NORWOOD RD,CLEVELAND,OH,44103,OH-89-0327,,,,,,,,,2,2,,,,,,,,,1989,1989,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,,2,1,,1,39,Cuyahoga,35,111500,2,2008,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,1261 Norwood Rd,,Cleveland,OH,44103,1501,,44103,61,4,44103150161,S,,,,1,,,A,,90% Overall probable correctness,41.51955,-81.645612,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035111500,390351115002,-9088747.9533,5089279.862
34701,OHA19890130,CLEVELAND MULTIFAMILY I,1788 W 45TH ST,CLEVELAND,OH,44102,OH-88-0173,,,,,,,,,31,31,,,,,,,,,1989,1988,1,2,,,,,,,,,,,,,,,,,,,,,,,,,2,,31,31,,2,,,1,39,Cuyahoga,35,103500,2,2006,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,1788 W 45th St,,Cleveland,OH,44102,3404,,44102,88,2,44102340488,S,,,,1,,,A,,90% Overall probable correctness,41.484592,-81.717914,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035103500,390351035002,-9096796.5752,5084083.7853
34709,OHA19890645,VALLEYFIELD WEST APTS,19655 ROCKSIDE RD,BEDFORD,OH,44146,OH-89-0478,,,,,,,,,74,74,,,,,,,,,1989,1989,2,1,2,,,2,,,,,,,,,,,,,,,,,,,,,1,2,74,74,,2,1,,1,39,Cuyahoga,35,132100,4,4005,Cuyahoga,35,4878,Bedford,4878,Bedford city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,366,S,,19655 Rockside Rd,,Bedford,OH,44146,7203,,44146,99,1,44146720399,H,,,,1,,,A,,90% Overall probable correctness,41.408781,-81.540749,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3904878,39035132100,390351321004,-9077074.6576,5072825.0351
34715,OHA19910080,CHN VII,1539 E 34TH ST,CLEVELAND,OH,44114,OH-90-0526,,,,,,,,,99,99,,,,,,,,,1991,1990,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,2,2,99,99,,2,,,1,39,Cuyahoga,35,108400,2,2007,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,1539 E 34th St,,Cleveland,OH,44114,4325,,44114,39,0,44114432539,S,,,,1,,,A,,90% Overall probable correctness,41.511369,-81.666013,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035108400,390351084002,-9091018.9823,5088063.6055
34721,OHA19880055,BELMORE APTS,1851 BELMORE RD,EAST CLEVELAND,OH,44112,OH-88-0154,,,,,,,,,22,22,,,,,,,,,1988,1988,2,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,3,22,22,,2,,,1,39,Cuyahoga,35,151500,1,1003,Cuyahoga,35,23380,East Cleveland,23380,East Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1500,N,,1851 Belmore Rd,,East Cleveland,OH,44112,4301,,44112,51,4,44112430151,S,,,,1,,,A,,90% Overall probable correctness,41.52607,-81.582916,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3923380,39035151500,390351515001,-9081768.6666,5090249.2903
34725,OHA19890135,CLEVELAND MULTIFAMILY II,3565 E 59TH ST,CLEVELAND,OH,44105,OH-89-0337,,,,,,,,,41,41,,,,,,,,,1989,1989,1,2,2,,,2,,,,,,,,,,,,,,,,,,,,,2,2,41,41,,2,1,,1,39,Cuyahoga,35,115200,1,1000,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,,,3565 E 59th St,,Cleveland,OH,44105,,,44105,,,,,,,,1,,,A,V,90% Overall probable correctness,41.461229,-81.648435,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035115200,390351152001,-9089062.2083,5080612.7254
34728,OHA19890150,CONCEPT APTS II,4307 LEE RD,CLEVELAND,OH,44128,OH-89-0344,,,,,,,,,24,24,,,,,,,,,1989,1989,2,2,2,,,2,,,,,,,,,,,,,,,,,,,,,1,2,24,24,,2,1,,1,39,Cuyahoga,35,122100,3,3010,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,N,,4307 Lee Rd,,Cleveland,OH,44128,2403,,44128,7,5,44128240307,S,,,,1,,,A,,90% Overall probable correctness,41.441955,-81.564565,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035122100,390351221003,-9079725.8426,5077750.1128
34729,OHA19890155,CORNERSTONE I,1789 E 90TH ST,CLEVELAND,OH,44106,OH-89-0416,,,,,,,,,30,30,,,,,,,,,1989,1989,1,1,2,,,2,,,,,,,,,,,,,,,,,,,,,2,3,30,30,,2,1,AKA NOAH MIDTOWN I.,1,39,Cuyahoga,35,118900,1,1003,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,1789 E 90th St,,Cleveland,OH,44106,2059,,44106,89,2,44106205989,S,,,,1,,,A,,90% Overall probable correctness,41.508692,-81.622898,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035118900,390351189001,-9086219.4424,5087665.6535
34736,OHA19890670,WADE PARK,8604 WADE PARK AVE,CLEVELAND,OH,44106,OH-89-0484,,,,,,,,,58,58,,,,,,,,,1989,1989,2,2,2,,,2,,,,,,,,,,,,,,,,,,,,,2,2,58,58,,2,,,1,39,Cuyahoga,35,112600,1,1001,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,N,,8604 Wade Park Ave,,Cleveland,OH,44106,3739,,44106,4,9,44106373904,S,,,,1,,,A,,90% Overall probable correctness,41.515639,-81.627443,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035112600,390351126001,-9086725.3895,5088698.4006
34740,OHA00000042,EUCLID-LEE ELDERLY,4345 LEE RD,CLEVELAND,OH,44128,110128,,,,,,,,,79,,,,,,,,,,8888,8888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,79,,,,,2,39,Cuyahoga,35,122100,3,3010,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,4345 Lee Rd,,Cleveland,OH,44128,2400,,44128,99,7,44128240099,H,,,,1,,,A,,90% Overall probable correctness,41.440639,-81.564559,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035122100,390351221003,-9079725.1747,5077554.6889
34754,OHA19880115,CHN V,3759 E 116TH ST,CLEVELAND,OH,44105,OH-88-0167,,,,,,,,,3,3,,,,,,,,,1988,1988,1,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,2,3,3,,2,,,1,39,Cuyahoga,35,121100,3,3001,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,3759 E 116th St,,Cleveland,OH,44105,2860,,44105,99,2,44105286099,H,,,,1,,,A,,90% Overall probable correctness,41.456398,-81.60243,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035121100,390351211003,-9083940.9551,5079895.1359
34774,OHA00000057,HELEN S BROWN TOWER,1821 NOBLE RD,EAST CLEVELAND,OH,44112,100105,,,,,,,,,64,,,,,,,,,,8888,8888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,64,,,,,1,39,Cuyahoga,35,151100,1,1001,Cuyahoga,35,23380,East Cleveland,23380,East Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1500,S,,1821 Noble Rd,,East Cleveland,OH,44112,1668,,44112,99,9,44112166899,H,,,,1,,,A,,90% Overall probable correctness,41.543373,-81.567437,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3923380,39035151100,390351511001,-9080045.5522,5092822.4662
34775,OHA00000058,HERITAGE VIEW HOMES II,2972 E 75TH ST,CLEVELAND,OH,44104,100002,,,,,,,,,56,,,,,,,,,,8888,8888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,56,,,,,2,39,Cuyahoga,35,114300,1,1016,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,2972 E 75th St,,Cleveland,OH,44104,4045,,44104,72,5,44104404572,S,,,,1,,,A,,90% Overall probable correctness,41.477924,-81.636523,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035114300,390351143001,-9087736.1705,5083092.9876
34776,OHA00000059,HERITAGE VIEW HOMES III,7203 BELL AVE,CLEVELAND,OH,44104,100088,,,,,,,,,69,,,,,,,,,,8888,8888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,69,,,,,2,39,Cuyahoga,35,114300,1,,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,9999,,1,0,3911,1104,S,,7203 Bell Ave,,Cleveland,OH,44104,4175,,44104,3,7,44104417503,S,,,,1,,,A,,90% Overall probable correctness,41.4794,-81.6345,9,S,B,U,**  Centroid Lat/Long   **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035114300,390351143001,-9087510.9712,5083312.2975
34777,OHA19880120,CHN V,4918 MEAD AVE,CLEVELAND,OH,44127,OH-88-0165,,,,,,,,,77,77,,,,,,,,,1988,1988,1,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,3,77,77,,2,,,1,39,Cuyahoga,35,110501,2,2002,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,4918 Mead Ave,,Cleveland,OH,44127,1134,,44127,18,4,44127113418,S,,,,1,,,A,,90% Overall probable correctness,41.472666,-81.655755,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035110501,390351105012,-9089877.0669,5082311.7735
34873,OHA00000033,DOAN CLASSROOM APTS,1350 E 105TH ST,CLEVELAND,OH,44106,90162,,,,,,,,,44,,,,,,,,,,8888,8888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,44,,,,,2,39,Cuyahoga,35,118301,1,1000,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,1350 E 105th St,,Cleveland,OH,44106,1114,,44106,99,0,44106111499,H,,,,1,,,A,,90% Overall probable correctness,41.520857,-81.615687,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035118301,390351183011,-9085416.7176,5089474.1859
34874,OHA00000034,EAST SIDE NEIGHBORHOOD HOMES,7613 COLFAX RD,CLEVELAND,OH,44104,20143,,,,,,,,,85,,,,,,,,,,8888,8888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,85,,,,,2,39,Cuyahoga,35,114300,1,1008,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,7613 Colfax Rd,,Cleveland,OH,44104,4014,,44104,13,4,44104401413,S,,,,1,,,A,,90% Overall probable correctness,41.479539,-81.635077,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035114300,390351143001,-9087575.2025,5083332.951
34877,OHA00000039,EMERALD ALLIANCE VI,11529 BUCKEYE RD,CLEVELAND,OH,44104,110027,,,,,,,,,65,,,,,,,,,,8888,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,65,,,,PREVIOUSLY LISTED AS OHA0000038.,2,39,Cuyahoga,35,119300,3,3013,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,11529 Buckeye Rd,,Cleveland,OH,44104,3838,,44104,99,7,44104383899,H,,,,1,,,A,,90% Overall probable correctness,41.481278,-81.603883,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035119300,390351193003,-9084102.7023,5083591.3455
34878,OHA00000040,HAWKS LANDING,14710 PURITAS AVE,CLEVELAND,OH,44135,110127,,,,,,,,,144,134,0,60,84,0,0,,,,8888,8888,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,144,134,,,,,2,39,Cuyahoga,35,124202,2,2006,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,14710 Puritas Ave,,Cleveland,OH,44135,2818,,44135,10,3,44135281810,S,,,,1,,,A,,90% Overall probable correctness,41.433803,-81.798954,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035124202,390351242022,-9105817.9067,5076539.6175
35087,OHA00000003,"APARTMENTS AT ST RICHARD, THE",26855 LORAIN RD,NORTH OLMSTED,OH,44070,OH1012-1113,,,,,,,,,34,,,,,,,,,,8888,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,34,,,,PROPERTY RECORD ADDED FROM HUD STUDY DATA FILE.,1,39,Cuyahoga,35,174205,2,2003,Cuyahoga,35,56882,North Olmsted,56882,North Olmsted city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3907,3822,S,,26855 Lorain Rd,,North Olmsted,OH,44070,3210,,44070,55,9,44070321055,S,,,,1,,,A,,90% Overall probable correctness,41.417548,-81.919364,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3956882,39035174205,390351742052,-9119221.8866,5074126.3567
35138,OHA00000016,BOULEVARD NEAL APTS,10119 DETROIT AVE,CLEVELAND,OH,44102,110133,,,,,,,,,163,,,,,,,,,,8888,8888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,163,,,,,2,39,Cuyahoga,35,101501,1,1000,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,Y,,10119 Detroit Ave Apt 6,,Cleveland,OH,44102,2657,,44102,6,3,44102265706,H,6,Apt,,0,,,,,100% Overall probable correctness,41.479799,-81.754447,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035101501,390351015011,-9100863.4101,5083371.5834
35143,OHA00000023,CLEVELAND GREEN HOMES II LP,2919 E 123RD ST,CLEVELAND,OH,44120,90038,,,,,,,,,29,,,,,,,,,,8888,8888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,29,,,,,2,39,Cuyahoga,35,119402,2,2004,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,2919 E 123rd St,,Cleveland,OH,44120,2665,,44120,19,0,44120266519,S,,,,1,,,A,,90% Overall probable correctness,41.479443,-81.596989,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035119402,390351194022,-9083335.2657,5083318.6867
35144,OHA00000024,CLEVELAND GREEN HOMES III,6706 SEBERT AVE,CLEVELAND,OH,44105,120011,,,,,,,,,31,,,,,,,,,,8888,8888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,31,,,,,2,39,Cuyahoga,35,115200,1,1012,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,6706 Sebert Ave,,Cleveland,OH,44105,1438,,44105,6,4,44105143806,S,,,,1,,,A,,90% Overall probable correctness,41.45689,-81.642497,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035115200,390351152001,-9088401.1931,5079968.2144
35277,OHA20010034,CLEVELAND HOUSING NETWORK XVIII,2999 PAYNE AVE,CLEVELAND,OH,44114,OH-01-0057,,,,,,,,999981,82,82,0,0,0,44,38,2,,,2001,2003,1,1,,,,,,,,,,,,,,,,,4,2,,,,,,,3,,82,82,,1,,"PREVIOUSLY LISTED AS OHA2003034, OHA2001040.",1,39,Cuyahoga,35,108301,3,3010,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,2999 Payne Ave,,Cleveland,OH,44114,4400,,44114,99,0,44114440099,H,,,,1,,,A,,90% Overall probable correctness,41.507858,-81.669487,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035108301,390351083013,-9091405.7062,5087541.6778
35278,OHA20010045,CLEVELAND NEW HOMES,11802 BUCKEYE RD,CLEVELAND,OH,44120,00-0049,,,,,,,,786270,65,65,0,4,4,12,45,2,,,2001,2003,1,1,,,,,,,,,,,,,,,,,4,1,0,0,1,0,0,,3,3,65,65,,1,,,1,39,Cuyahoga,35,119402,3,3002,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,11802 Buckeye Rd,,Cleveland,OH,44120,2621,,44120,2,6,44120262102,S,,,,1,,,A,,90% Overall probable correctness,41.480623,-81.600895,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035119402,390351194023,-9083770.0797,5083494.0195
