OBJECTID,HUD_ID,PROJECT,PROJ_ADD,PROJ_CTY,PROJ_ST,PROJ_ZIP,STATE_ID,CONTACT,COMPANY,CO_ADD,CO_CTY,CO_ST,CO_ZIP,CO_TEL,ALLOCAMT,N_UNITS,LI_UNITS,N_0BR,N_1BR,N_2BR,N_3BR,N_4BR,INC_CEIL,LOW_CEIL,CEILUNIT,YR_PIS,YR_ALLOC,NON_PROF,BASIS,BOND,MFF_RA,FMHA_514,FMHA_515,FMHA_538,HOME,HOME_AMT,TCAP,TCAP_AMT,CDBG,CDBG_AMT,FHA,HOPEVI,HPVI_AMT,TCEP,TCEP_AMT,RENTASSIST,TRGT_POP,TRGT_FAM,TRGT_ELD,TRGT_DIS,TRGT_HML,TRGT_OTHER,TRGT_SPC,TYPE,CREDIT,N_UNITSR,LI_UNITR,DDA,QCT,NONPROG,DATANOTE,METRO_TRACT,STATE2KX,CNTY_NM2KX,CNTY2KX,TRACT2KX,BG2KX,BLOCK2KX,CURCNTY_NM,CURCNTY,CURCOSUB,CURCOSUB_NM,PLACE2KX,PLACE_NM2KX,PLACE_CC2KX,PLACE_INC2KX,MSA,MSA_NM,METRO,MICRO,FCD_FIPS91,HLC,DPV,DPVRC,STD_ADDR,URB_OUT,STD_CITY,STD_ST,STD_ZIP5,STD_ZIP9,ZIP_CLASS,ZCTA2KX,DPBC,DPBC_CKSUM,STD_ZIP11,ADDR_TYPE,APT_NO,APT_TYPE,C1PGRC,C1PPRB,C1PDRC,C1PSRC,C1PARC,C1PRC9,MSGUSPS,LAT,LON,RC2KX,STM2KX,LVL2KX,UR,MSG2KX,CBSA,CBSA_NM,NECTA,NECTA_NM,COUNTY_LEVEL,PLACE_LEVEL,TRACT_LEVEL,BLKGRP_LEVEL,x,y
35279,OHA20010050,COVINGTON GARDENS,14024 SUPERIOR RD,EAST CLEVELAND,OH,44118,990031,,,,,,,,85719,21,16,0,0,18,3,0,1,,,2001,2001,1,2,2,,,2,,,,,,,,,,,,,1,1,0,1,0,0,0,,2,3,21,16,,2,,,1,39,Cuyahoga,35,151600,1,1003,Cuyahoga,35,23380,East Cleveland,23380,East Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1500,S,,14024 Superior Rd,,East Cleveland,OH,44118,1059,,44118,99,9,44118105999,H,,,,1,,,A,,90% Overall probable correctness,41.518265,-81.579217,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3923380,39035151600,390351516001,-9081356.8958,5089088.8129
35282,OHA20010060,GLENVILLE ELDERLY,9380 ST CLAIR AVE,CLEVELAND,OH,44108,99-0026,,,,,,,,304085,33,33,0,0,33,0,0,1,,,2001,2001,1,1,2,,,2,,1,310000,,,,,,,,,,4,1,0,1,0,0,0,,1,2,33,33,,1,,,1,39,Cuyahoga,35,116400,5,5000,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,9380 Saint Clair Ave,,Cleveland,OH,44108,1978,,44108,99,0,44108197899,H,,,,1,,,A,,90% Overall probable correctness,41.535634,-81.622003,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035116400,390351164005,-9086119.8115,5091671.4935
35306,OHA20010170,ROCKEFELLER PARK APTS,1588 ANSEL RD,CLEVELAND,OH,44106,153,,,,,,,,135306,130,129,17,83,29,0,0,,,,2001,2001,2,1,1,,,2,,,,,,,,,,,,,1,,,,,,,,2,1,130,129,,1,,,1,39,Cuyahoga,35,118602,2,2003,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,1588 Ansel Rd,,Cleveland,OH,44106,4156,,44106,99,1,44106415699,H,,,,1,,,A,,90% Overall probable correctness,41.513397,-81.619758,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035118602,390351186022,-9085869.8992,5088365.0908
35318,OHA20030125,JENNINGS SENIOR HOUSING,10300 GRANGER RD,GARFIELD HEIGHTS,OH,44125,01-0033,,,,,,,,219859,42,29,0,0,39,3,0,2,,,2003,2004,1,2,2,,,2,,,,,,,,,,,,,1,1,0,1,0,0,0,,1,2,42,29,,2,,,1,39,Cuyahoga,35,154501,3,3003,Cuyahoga,35,29428,Garfield Heights,29428,Garfield Heights city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1866,S,,10300 Granger Rd,,Garfield Heights,OH,44125,3170,,44125,99,5,44125317099,H,,,,1,,,A,,90% Overall probable correctness,41.416901,-81.61255,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3929428,39035154501,390351545013,-9085067.5083,5074030.3138
35320,OHA20060035,CARTER SENIOR MANOR,1012 PROSPECT AVE E,CLEVELAND,OH,44115,04-0187,,,,,,,,406031,270,270,33,219,28,0,0,2,,,2006,2007,2,1,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,,2,1,270,270,,1,,,1,39,Cuyahoga,35,107701,1,1054,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,1012 Prospect Ave E,,Cleveland,OH,44115,1242,,44115,99,8,44115124299,H,,,,1,,,A,,90% Overall probable correctness,41.499057,-81.684116,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035107701,390351077011,-9093034.199,5086233.4894
35322,OHA20060042,EMERALD COMMONS,1976 W 79TH ST,CLEVELAND,OH,44102,40004,,,,,,,,456542,52,52,52,0,0,0,0,2,,,2006,2007,1,1,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,,1,3,52,52,,1,,"PREVIOUSLY LISTED AS OHA2006682, OHA2005051. AKA EMERALD ALLIANCE.",1,39,Cuyahoga,35,101800,1,1012,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,1976 W 79th St,,Cleveland,OH,44102,2856,,44102,99,0,44102285699,H,,,,1,,,A,,90% Overall probable correctness,41.477671,-81.739145,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035101800,390351018001,-9099159.9993,5083055.3963
35325,OHA20060068,GLENBROOKE HOMES III,10109 ELK AVE,CLEVELAND,OH,44108,40023,,,,,,,,961423,60,60,0,0,0,22,38,2,,,2006,2007,1,1,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,,1,3,60,60,,1,,PREVIOUSLY LISTED AS OHA2005068.,1,39,Cuyahoga,35,116100,1,1000,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,10109 Elk Ave,,Cleveland,OH,44108,1494,,44108,9,6,44108149409,S,,,,1,,,A,,90% Overall probable correctness,41.542809,-81.619496,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035116100,390351161001,-9085840.7335,5092738.5813
35327,OHA19990035,CLEVELAND HOUSING NETWORK XVI,869 ANSEL RD,CLEVELAND,OH,44103,OH-99-0005,,,,,,,,1000000,92,92,0,0,12,42,38,2,,,1999,1999,1,1,2,,,2,,,,,,,,,,,,,4,1,0,1,0,0,0,,3,3,92,92,,2,,,1,39,Cuyahoga,35,111202,2,2015,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,N,,869 Ansel Rd,,Cleveland,OH,44103,2117,,44103,69,2,44103211769,S,,,,1,,,A,,90% Overall probable correctness,41.530226,-81.631091,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035111202,390351112022,-9087131.483,5090867.2775
35346,OHA20030157,LONGWOOD APTS,3548 COMMUNITY COLLEGE AVE,CLEVELAND,OH,44115,,,,,,,,,1778021,613,613,,,,,,,,,2003,1988,2,2,,,,2,,,,,,,,,,,,,,,,,,,,,2,1,613,613,,1,1,PREVIOUSLY LISTED AS OHA1988300.,1,39,Cuyahoga,35,109701,1,1002,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,N,,3548 Community College Ave,,Cleveland,OH,44115,3302,,44115,48,5,44115330248,S,,,,1,,,A,,90% Overall probable correctness,41.493238,-81.661577,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035109701,390351097011,-9090525.169,5085368.6458
35359,OHA19990080,FAIRFAX HOMES,8620 BECKMAN AVE,CLEVELAND,OH,44104,980013,,,,,,,,457398,40,40,0,0,0,6,34,2,,,1999,2000,1,1,2,,,2,,1,251000,,,,,,,,,,4,1,0,1,0,0,0,,1,2,40,40,,2,,,1,39,Cuyahoga,35,113500,1,1014,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,8620 Beckman Ave,,Cleveland,OH,44104,2335,,44104,20,2,44104233520,S,,,,1,,,A,,90% Overall probable correctness,41.491423,-81.626454,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035113500,390351135001,-9086615.2945,5085098.909
35360,OHA19990085,FAMICOS FOUNDATION SCATTERED SITES II,1325 ANSEL RD,CLEVELAND,OH,44106,98-0022,,,,,,,,304812,25,25,0,0,0,0,25,2,,,1999,2000,1,1,2,,,2,,1,301000,,,,,,,,,,,1,0,1,0,0,0,,1,2,25,25,,2,,AKA FAMICOS SCATTERED SITE II.,1,39,Cuyahoga,35,118602,1,1000,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,1325 Ansel Rd,,Cleveland,OH,44106,1079,,44106,99,0,44106107999,H,,,,1,,,A,,90% Overall probable correctness,41.520447,-81.62141,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035118602,390351186021,-9086053.799,5089413.2269
35378,OHA20040285,WEST SIDE HOPE PROJECT VI,3607 CLINTON AVE,CLEVELAND,OH,44113,02-0062,,,,,,,,386788,52,49,0,21,31,0,0,2,,,2004,2005,1,1,2,,,2,,1,251000,,,,,,,,,,,2,,,,,,,2,3,52,49,,1,,,1,39,Cuyahoga,35,103602,1,1038,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,Y,,3607 Clinton Ave Apt 5,,Cleveland,OH,44113,2853,,44113,5,4,44113285305,H,5,Apt,,0,,,,,100% Overall probable correctness,41.487225,-81.713975,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035103602,390351036021,-9096358.0877,5084475.0507
35383,OHA19990095,GABRIEL'S GREEN,5908 CENTRAL AVE,CLEVELAND,OH,44104,980032,,,,,,,,468479,50,50,0,0,36,4,10,2,,,1999,2001,1,1,2,,,2,,1,301000,,,,,,,,,,4,1,0,1,0,0,0,,3,2,50,50,,2,,,1,39,Cuyahoga,35,113801,1,1004,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,5908 Central Ave,,Cleveland,OH,44104,1522,,44104,99,9,44104152299,H,,,,1,,,A,,90% Overall probable correctness,41.496095,-81.648864,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035113801,390351138011,-9089109.9643,5085793.2552
35385,OHA19990105,GLENBROOKE HOMES II,638 E 103RD ST,CLEVELAND,OH,44108,980036,,,,,,,,572493,50,50,0,0,0,25,25,2,,,1999,2001,1,1,2,,,2,,1,301000,,,,,,,,,,4,1,0,1,0,0,0,,1,2,50,50,,2,,,1,39,Cuyahoga,35,116100,2,2002,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,638 E 103rd St,,Cleveland,OH,44108,1332,,44108,38,3,44108133238,S,,,,1,,,A,,90% Overall probable correctness,41.539581,-81.617452,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035116100,390351161002,-9085613.1965,5092258.4887
35390,OHA20020008,ARBOR PARK VILLAGE PHASE I,2454 E 36TH ST,CLEVELAND,OH,44115,10103,,,,,,,,1778021,282,280,0,54,82,131,15,,,,2002,2002,2,1,1,,,2,,,,,,,,,,,,,1,2,,,,,,,1,1,282,280,,1,,"PREVIOUSLY LISTED AS OHA2003007, OHA2002030.",1,39,Cuyahoga,35,109701,1,1002,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,2454 E 36th St,,Cleveland,OH,44115,3714,,44115,54,1,44115371454,S,,,,1,,,A,,90% Overall probable correctness,41.492802,-81.663074,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035109701,390351097011,-9090691.8143,5085303.8488
35394,OHA20020040,BROADWAY ELDERLY HOUSING,7050 BROADWAY AVE,CLEVELAND,OH,44105,00-0023,,,,,,,,322085,42,42,0,0,42,0,0,2,,,2002,2002,1,1,2,,,2,,1,211000,,,,,,,,,,4,1,0,1,0,0,0,,1,3,42,42,,1,,AKA BROADWAY ELDERLY APTS.,1,39,Cuyahoga,35,115400,1,1000,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,7050 Broadway Ave,,Cleveland,OH,44105,7406,,44105,99,1,44105740699,H,,,,1,,,A,,90% Overall probable correctness,41.458509,-81.639385,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035115400,390351154001,-9088054.7669,5080208.6941
35399,OHA20030190,NOTRE DAME COMMUNITY,1325 ANSEL RD,CLEVELAND,OH,44106,01-0099,,,,,,,,237221,12,12,0,0,0,0,12,2,,,2003,2004,1,1,2,,,2,,,,,,,,,,,,,,2,,,,,,,1,2,12,12,,1,,,1,39,Cuyahoga,35,118602,1,1000,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,1325 Ansel Rd,,Cleveland,OH,44106,1079,,44106,99,0,44106107999,H,,,,1,,,A,,90% Overall probable correctness,41.520447,-81.62141,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035118602,390351186021,-9086053.799,5089413.2269
35400,OHA20030195,OHIO CITY ELDERLY,3207 FRANKLIN BLVD,CLEVELAND,OH,44113,10026,,,,,,,,211949,40,40,0,0,36,4,0,2,,,2003,2004,1,2,2,,,2,,,,,,,,,,,,,4,1,0,1,1,0,0,,1,2,40,40,,2,,,1,39,Cuyahoga,35,103602,3,3003,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,3207 Franklin Blvd,,Cleveland,OH,44113,2862,,44113,99,1,44113286299,H,,,,1,,,A,,90% Overall probable correctness,41.486536,-81.711819,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035103602,390351036023,-9096118.0829,5084372.6634
35414,OHA19990140,LAKEVIEW PLACE DEVELOPMENT,733 E 128TH ST,CLEVELAND,OH,44108,980041,,,,,,,,292442,25,25,0,0,0,10,15,2,,,1999,2001,1,1,2,,,2,,1,201000,,,,,,,,,,4,1,0,1,0,0,0,,1,2,25,25,,2,,,1,39,Cuyahoga,35,116800,1,1004,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,733 E 128th St,,Cleveland,OH,44108,2447,,44108,33,0,44108244733,S,,,,1,,,A,,90% Overall probable correctness,41.537265,-81.594294,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035116800,390351168001,-9083035.2597,5091914.0504
35417,OHA20020044,CLEVELAND HOUSING NETWORK XIX,10200 BENHAM AVE,CLEVELAND,OH,44105,OH-02-0007,,,,,,,,653687,50,50,0,0,0,29,21,2,,,2002,2003,1,1,,,,,,,,,,,,,,,,,4,2,,,,,,,3,3,50,50,,1,,"PREVIOUSLY LISTED AS OHA2002571, OHA2004057.",1,39,Cuyahoga,35,120400,4,4000,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,10200 Benham Ave,,Cleveland,OH,44105,1726,,44105,0,0,44105172600,S,,,,1,,,A,,90% Overall probable correctness,41.46133,-81.613935,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035120400,390351204004,-9085221.6858,5080627.7284
35419,OHA20020060,COURTLAND BUILDING,5403 DETROIT AVE,CLEVELAND,OH,44102,46,,,,,,,,118821,16,16,0,10,5,1,0,2,,,2002,2002,1,1,2,,,2,,1,301000,,,,,,,,,,4,1,2,2,2,2,1,SINGLE PARENTS,2,3,16,16,,1,,,1,39,Cuyahoga,35,103400,1,1001,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,5403 Detroit Ave,,Cleveland,OH,44102,3035,,44102,3,5,44102303503,S,,,,1,,,A,,90% Overall probable correctness,41.485539,-81.723914,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035103400,390351034001,-9097464.4921,5084224.5083
35423,OHA20020080,HARVARD ELDERLY,6900 HARVARD AVE,CLEVELAND,OH,44105,00-0043,,,,,,,,334901,48,48,0,27,21,0,0,2,,,2002,2002,1,2,2,,,2,,1,301000,,,,,,,,,,4,1,0,1,0,0,0,,2,3,48,48,,2,,,1,39,Cuyahoga,35,115700,1,1000,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,6900 Harvard Ave,,Cleveland,OH,44105,5016,,44105,99,6,44105501699,H,,,,1,,,A,,90% Overall probable correctness,41.448419,-81.640991,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035115700,390351157001,-9088233.546,5078710.0641
35424,OHA20030201,OWL'S NEST APTS,2020 TAYLOR RD,EAST CLEVELAND,OH,44112,30105,,,,,,,,344067,260,260,0,136,124,0,0,,,,2003,2004,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,2,1,260,260,,1,,"PREVIOUSLY LISTED AS OHA2003610, OHA2005113.",1,39,Cuyahoga,35,151300,1,1000,Cuyahoga,35,23380,East Cleveland,23380,East Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1500,S,,2020 Taylor Rd,,East Cleveland,OH,44112,2963,,44112,99,0,44112296399,H,,,,1,,,A,,90% Overall probable correctness,41.53515,-81.56753,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3923380,39035151300,390351513001,-9080055.9049,5091599.5158
35426,OHA20030205,PARK VILLAGE COMMUNITY,9001 HOUGH AVE,CLEVELAND,OH,44106,01-0100,,,,,,,,762779,75,75,0,0,42,12,21,2,,,2003,2004,1,1,2,,,2,,,,,,,,,,,,,1,2,,,,,,,2,2,75,75,,1,,,1,39,Cuyahoga,35,112600,2,2006,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,9001 Hough Ave,,Cleveland,OH,44106,1560,,44106,99,5,44106156099,H,,,,1,,,A,,90% Overall probable correctness,41.510199,-81.623504,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035112600,390351126002,-9086286.902,5087889.676
35431,OHA20050021,CLEVELAND HOUSING NETWORK XX,10006 ANDERSON AVE,CLEVELAND,OH,44105,30013,,,,,,,,,84,84,0,0,4,46,34,,,,2005,2006,,,,,,,,,,,,,,,,,,,4,,,,,,,,,3,84,84,,1,,,1,39,Cuyahoga,35,120400,4,4001,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,10006 Anderson Ave,,Cleveland,OH,44105,2216,,44105,6,9,44105221606,S,,,,1,,,A,,90% Overall probable correctness,41.460748,-81.615326,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035120400,390351204004,-9085376.5312,5080541.276
35433,OHA20050024,CLEVELAND HOUSING NETWORK XXI,10212 OLIVET AVE,CLEVELAND,OH,44108,OH-04-0007,,,,,,,,1100000,80,80,0,0,4,48,28,2,,,2005,2006,1,1,,,,,,,,,,,,,,,,,4,2,,,,,,,3,3,80,80,,1,,,1,39,Cuyahoga,35,118101,3,3006,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,10212 Olivet Ave,,Cleveland,OH,44108,3550,,44106,12,7,44108355012,S,,,,1,,,A,,90% Overall probable correctness,41.52329,-81.617735,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035118101,390351181013,-9085644.6999,5089835.9332
35437,OHA20050030,NEW CLIFTON PLAZA APTS,11430 CLIFTON BLVD,CLEVELAND,OH,44102,03-0124,,,,,,,,210129,108,108,0,99,8,0,0,,,,2005,2006,2,2,1,,,2,,1,0,,,2,0,2,,,,,1,1,2,2,2,2,1,UNSPECIFIED,2,1,108,108,,2,,AKA NEW CLIFTON PLAZA APTS PLAZA.,1,39,Cuyahoga,35,101102,1,1015,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,11430 Clifton Blvd,,Cleveland,OH,44102,1456,,44102,99,5,44102145699,H,,,,1,,,A,,90% Overall probable correctness,41.487127,-81.765567,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035101102,390351011021,-9102101.2829,5084460.4876
35459,OHA20050032,ARBOR PARK VILLAGE PHASE III,2530 E 35TH ST,CLEVELAND,OH,44115,40001,,,,,,,,971691,141,141,0,0,50,77,14,2,,,2005,2005,2,1,,,,,,,,,,,,,,,,,1,2,,,,,,,1,1,141,141,,1,,"PREVIOUSLY LISTED AS OHA2005016, OHA200516, OHA2005660, OHA2006005.",1,39,Cuyahoga,35,109701,1,1004,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,2530 E 35th St,,Cleveland,OH,44115,3713,,44115,30,8,44115371330,S,,,,1,,,A,,90% Overall probable correctness,41.491689,-81.664453,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035109701,390351097011,-9090845.3239,5085138.4402
35462,OHA20050052,EASTSIDE NEIGHBORHOOD HOMES,7309 CENTRAL AVE,CLEVELAND,OH,44104,02-0143,,,,,,,,622804,96,96,0,39,12,33,12,,,,2005,2006,1,1,1,,,,,1,0,,,1,0,2,,,,,,1,0,1,0,0,0,,1,1,96,96,,1,,"PREVIOUSLY LISTED AS OHA2005672, OHA2004091.",1,39,Cuyahoga,35,196500,1,1003,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,,,7309 Central Ave,,Cleveland,OH,44104,,,44103,,,,,,,,1,,,A,V,90% Overall probable correctness,41.496314,-81.638015,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035196500,390351965001,-9087902.2592,5085825.8039
35463,OHA20050053,EDUCATOR APTS,9275 N CHURCH DR,PARMA HEIGHTS,OH,44130,40098,,,,,,,,350053,96,96,0,90,8,0,0,2,,,2005,2006,1,2,,,,,,,,,,,,,,,,,1,1,0,1,0,0,0,,2,1,96,96,,2,,"PREVIOUSLY LISTED AS OHA2005663, OHA2006065.",1,39,Cuyahoga,35,178204,1,1007,Cuyahoga,35,61028,Parma Heights,61028,Parma Heights city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3907,4104,S,,9275 N Church Dr,,Parma Heights,OH,44130,4783,,44130,99,8,44130478399,H,,,,1,,,A,,90% Overall probable correctness,41.38038,-81.749276,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3961028,39035178204,390351782041,-9100287.777,5068610.5641
35464,OHA20050060,ERIE SQUARE APTS,7621 EUCLID AVE,CLEVELAND,OH,44103,03-0014,,,,,,,,495000,89,89,0,53,36,0,0,,,,2005,2006,1,1,2,,,2,,1,0,,,1,0,2,,,,,1,1,1,0,0,0,0,,2,3,89,89,,1,,,1,39,Cuyahoga,35,112800,1,1015,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,S,,7621 Euclid Ave,,Cleveland,OH,44103,4885,,44103,99,5,44103488599,H,,,,1,,,A,,90% Overall probable correctness,41.504111,-81.635426,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035112800,390351128001,-9087614.053,5086984.6987
35465,OHA20050062,EUCLID BEACH CLUB RESIDENCE,123 E 156TH ST,CLEVELAND,OH,44110,30117,,,,,,,,325955,252,252,0,224,28,0,0,,,,2005,2003,2,1,1,,,2,,,,,,,,,,,,,,,,,,,,,2,1,252,252,,1,,PREVIOUSLY LISTED AS OHA2004095.,1,39,Cuyahoga,35,117201,1,1003,Cuyahoga,35,16000,Cleveland,16000,Cleveland city,C2,,1680,"Cleveland-Lorain-Elyria, OH PMSA",1,0,3911,1104,Y,,123 E 156th St Ste 2,,Cleveland,OH,44110,4101,,44110,2,2,44110410102,H,2,Ste,,0,,,,,100% Overall probable correctness,41.580025,-81.571827,S,,R,U,** Street-Level Rooftop **,17460,"Cleveland-Elyria, OH Metropolitan Statistical Area",99999,,39035,3916000,39035117201,390351172011,-9080534.2447,5098275.3592
