OBJECTID,GEOID,STATE,COUNTY,TRACT,NAME,Shape__Area,Shape__Length
13042,39085204500,39,085,204500,Census Tract 2045,2663989.53125,7258.87059531192
13367,39085204400,39,085,204400,Census Tract 2044,6696097.37890625,15242.3870140155
