OBJECTID,GEOID,STATE,COUNTY,TRACT,EACODE,EANAME,HCV_PUBLIC,HCV_PUBLIC_PCT,Shape__Area,Shape__Length
72556,39035170202,39,035,170202,,,,,4608030.328125,9366.22535717376
72557,39035171204,39,035,171204,,,59,16.53000069,3069962.0390625,7421.18832847233
73546,39035176100,39,035,176100,,,,,7621182.421875,17714.7911420492
73547,39035174205,39,035,174205,,,,,8255540.9765625,13634.2460524398
73548,39035174206,39,035,174206,,,,,2704788.59765625,9662.58785519013
73549,39035174207,39,035,174207,,,,,6584777.125,14219.6195175557
75227,39035117102,39,035,117102,,,67,27.35000038,1768415.9609375,6110.72452172073
75230,39035152101,39,035,152101,,,,,1885165.35546875,7281.75179218967
75231,39035141601,39,035,141601,,,,,1696128.52734375,6628.15537427115
75232,39035151500,39,035,151500,,,93,25.69000053,1185643.1171875,5253.46610626844
75233,39035151800,39,035,151800,,,32,7.53000021,1055079.05859375,5107.42736649494
75299,39035175110,39,035,175110,,,,,9855364.94921875,13322.8848426942
75300,39035190506,39,035,190506,,,,,16992855.2109375,26580.5690379719
75301,39035172105,39,035,172105,,,14,0.69999999,1380433.265625,5288.36651971666
75365,39035152605,39,035,152605,,,313,17.95000076,7266119.00390625,13082.6207509012
75366,39035160604,39,035,160604,,,,,552797.47265625,4509.19130002901
75367,39035136104,39,035,136104,,,,,13856126.328125,17179.5966169771
75368,39035197700,39,035,197700,,,72,7.82999992,2992240.73046875,7475.48538046243
75369,39035197800,39,035,197800,,,36,2.91000009,3801305.34765625,12186.1267784484
75370,39035197600,39,035,197600,,,125,14.47000027,1789816.67578125,6712.40310286111
75373,39035105100,39,035,105100,,,57,6.82000017,4280508.421875,12304.2072301421
75374,39035141000,39,035,141000,,,32,6.53999996,1440272.21875,5891.77434895506
75375,39035174106,39,035,174106,,,,,3603175.62109375,9536.10877471907
75376,39035183605,39,035,183605,,,17,2.5999999,1648135.3203125,5466.04247662943
75377,39035130105,39,035,130105,,,,,2937086.08203125,7301.83213194909
75378,39035154200,39,035,154200,,,39,8.60999966,2284361.8203125,8162.9900533294
75379,39035141300,39,035,141300,,,,,2770153.8671875,9329.04534504323
75380,39035154400,39,035,154400,,,68,11.86999989,4006293.0078125,10016.9137437715
75399,39035112100,39,035,112100,,,26,4.17000008,1061311.234375,6073.14431737828
75400,39035123502,39,035,123502,,,18,2.08999991,1342841.56640625,5580.14111908204
75455,39035152201,39,035,152201,,,52,2.92000008,1327640.19140625,6461.94020380803
75456,39035153103,39,035,153103,,,,,4657801.35546875,10564.9245936949
75458,39035154100,39,035,154100,,,59,13.26000023,1044269.21875,4305.43899965063
75459,39035154501,39,035,154501,,,76,10.69999981,3942556.5703125,8960.99359406864
75460,39035161300,39,035,161300,,,,,1430178.10546875,5957.69734615289
75461,39035140400,39,035,140400,,,79,15.05000019,2065162.91796875,6353.34219003762
75462,39035141100,39,035,141100,,,80,3.8499999,1898800.48828125,8688.5911063836
75467,39035127501,39,035,127501,,,82,14.90999985,3936313.609375,10863.7786188232
75530,39035197900,39,035,197900,,,80,19.70000076,3496814.49609375,11508.4805623106
75531,39035197400,39,035,197400,,,57,6,2611216.68359375,7422.83315025341
75614,39035120600,39,035,120600,,,60,10.71000004,1623178.9609375,5256.54552919319
75615,39035171206,39,035,171206,,,19,6.44000006,3150203.15234375,7624.67821365081
75616,39035140100,39,035,140100,,,32,16.75,1562367.85546875,5230.20127250387
75701,39035102402,39,035,102402,,,79,11.52000046,1246611.2109375,5387.57968309057
75702,39035155102,39,035,155102,,,,,5564153.33984375,12052.7339983964
76701,39035196800,39,035,196800,,,,,3748285.0546875,9668.68129056644
76770,39035140302,39,035,140302,,,63,13.93999958,1716174.33203125,6362.35565784445
76771,39035178206,39,035,178206,,,,,3674525.015625,8786.58303754009
76774,39035141700,39,035,141700,,,,,1392495.0625,6157.87960855258
76775,39035185203,39,035,185203,,,,,4491795.52734375,9200.89783186565
76798,39035181203,39,035,181203,,,,,3062163.41796875,9129.89100423119
76799,39035124100,39,035,124100,,,68,8.27999973,2054820.88671875,5972.19130464322
76800,39035183604,39,035,183604,,,51,11.46000004,1282680.77734375,4577.97768309683
76801,39035194500,39,035,194500,,,,,42145157.1757813,31949.9435827849
76802,39035119702,39,035,119702,,,73,13.61999989,944229.89453125,3992.37674460984
76803,39035189109,39,035,189109,,,,,8040207.8984375,17742.2401860071
76804,39035160300,39,035,160300,,,,,958964.3125,4354.62831964407
76805,39035106500,39,035,106500,,,21,5.61000013,2286214.90234375,7768.66343416469
76806,39035177201,39,035,177201,,,,,1988380.625,7259.48547510689
76844,39035118800,39,035,118800,,,,,2078049.4609375,7849.00146110798
76876,39035178205,39,035,178205,,,,,2049275.6640625,6281.88649003343
76877,39035160602,39,035,160602,,,42,3.48000002,1148920.7421875,4691.57021470852
76878,39035171104,39,035,171104,,,208,25.12000084,2847483.91015625,7573.50328614313
76879,39035105500,39,035,105500,,,33,6.78999996,769976.20703125,5290.54904302142
76880,39035119402,39,035,119402,,,84,15.52999973,753038.41015625,3607.76909889135
76881,39035140702,39,035,140702,,,22,6.4000001,1194024.703125,4464.36362926021
76913,39035152703,39,035,152703,,,15,4.5999999,3336999.82421875,11794.4275136905
76914,39035101300,39,035,101300,,,136,16.5,1117633.79296875,4867.09107795402
76915,39035182105,39,035,182105,,,,,6173910.43359375,10255.8113840631
76916,39035121401,39,035,121401,,,61,16.01000023,1393670.6875,6666.72398037885
76918,39035123900,39,035,123900,,,12,2.29999995,1519995.37109375,5047.65846941127
